PATCH [C(00040)]`SHORT_TEXT [C(00120)]`STATUS [C(00002)]`IMPLE_DATE [D(00016)]`L_IMPL_REL [C(00008)]`DELIV_DATE [D(00016)]`IMPLE_TIME [T(00012)]`COMP_REL [C(00020)]`COMPONENT [C(00060)]
SAPKITLRE2`  ST-PI 2008_1_710: SP 0002`  I`  20140121`  740`  201`  172510`  2008_1_710`  ST-PI
SAPKITLRE3`  ST-PI 2008_1_710: SP 0003`  I`  20140121`  740`  20100802`  172511`  2008_1_710`  ST-PI
SAPKITLRE4`  ST-PI 2008_1_710: SP 0004`  I`  20140121`  740`  201`  172512`  2008_1_710`  ST-PI
SAPKITLRE5`  ST-PI 2008_1_710: SP 0005`  I`  20140121`  740`  201`  172513`  2008_1_710`  ST-PI
SAPKITLRE6`  ST-PI 2008_1_710: SP 0006`  I`  20140121`  740`  201`  172514`  2008_1_710`  ST-PI
SAPKITLRE7`  ST-PI 2008_1_710: SP 0007`  I`  20140121`  740`  201`  172515`  2008_1_710`  ST-PI
SAPKITLREA`  ST-PI 2008_1_710: Add-On Installation`  I`  20140121`  740`  200`  172508`  `
SAPKW70001`  BW Support Package 01 for 7.00`  I`  20050520`  700`  20050513`  170841`  700`  SAP_BW
SAPKW70002`  BW Support Package 02 for 7.00`  I`  20050706`  700`  20050623`  123655`  700`  SAP_BW
SAPKW70003`  BW Support Package 03 for 7.00`  I`  20050719`  700`  20050714`  172336`  700`  SAP_BW
SAPKW70004`  BW Support Package 04 for 7.00`  I`  20060208`  700`  200`  131611`  700`  SAP_BW
SAPKW70005`  BW Support Package 05 for 7.00`  I`  20060208`  700`  200`  131612`  700`  SAP_BW
SAPKW70006`  BW Support Package 06 for 7.00`  I`  20060208`  700`  20051214`  131613`  700`  SAP_BW
SAPKW70007`  BW Support Package 07 for 7.00`  I`  20060703`  700`  200`  121603`  700`  SAP_BW
SAPKW70008`  BW Support Package 08 for 7.00`  I`  20060703`  700`  200`  121604`  700`  SAP_BW
SAPKW70009`  BW Support Package 09 for 7.00`  I`  20060912`  700`  20060810`  150623`  700`  SAP_BW
SAPKW70010`  BW Support Package 10 for 7.00`  I`  20070911`  700`  200`  104524`  700`  SAP_BW
SAPKW70011`  BW Support Package 11 for 7.00`  I`  20070911`  700`  200`  121951`  700`  SAP_BW
SAPKW70012`  BW Support Package 12 for 7.00`  I`  20070911`  700`  200`  142230`  700`  SAP_BW
SAPKW70013`  BW Support Package 13 for 7.00`  I`  20070911`  700`  200`  143955`  700`  SAP_BW
SAPKW70014`  BW Support Package 14 for 7.00`  I`  20070911`  700`  200`  144750`  700`  SAP_BW
SAPKW70015`  BW Support Package 15 for 7.00`  I`  20070912`  700`  20070815`  081630`  700`  SAP_BW
SAPKW70016`  BW Support Package 16 for 7.00`  I`  20071218`  700`  200`  095407`  700`  SAP_BW
SAPKW70101`  BW Support Package 01 for 7.01`  I`  20080718`  701`  20080715`  155931`  701`  SAP_BW
SAPKW70102`  BW Support Package 02 for 7.01`  I`  20081217`  701`  200`  075908`  701`  SAP_BW
SAPKW70103`  BW Support Package 03 for 7.01`  I`  20081217`  701`  20081201`  075909`  701`  SAP_BW
SAPKW70201`  BW Support Package 01 for 7.02`  I`  20090715`  702`  20090630`  113431`  702`  SAP_BW
SAPKW70202`  BW Support Package 02 for 7.02`  I`  20100113`  702`  20091216`  121311`  702`  SAP_BW
SAPKW70203`  BW Support Package 03 for 7.02`  I`  20100302`  702`  20100212`  104953`  702`  SAP_BW
SAPKW70204`  BW Support Package 04 for 7.02`  I`  20110810`  702`  201`  150141`  702`  SAP_BW
SAPKW70205`  BW Support Package 05 for 7.02`  I`  20110810`  702`  201`  150149`  702`  SAP_BW
SAPKW70206`  BW Support Package 06 for 7.02`  I`  20110810`  702`  201`  150200`  702`  SAP_BW
SAPKW70207`  BW Support Package 07 for 7.02`  I`  20110810`  702`  201`  150208`  702`  SAP_BW
SAPKW70208`  BW Support Package 08 for 7.02`  I`  20110909`  731`  20110512`  113036`  702`  SAP_BW
SAPKW73101`  SAP_BW 731: SP 0001`  I`  20130528`  731`  201`  083752`  731`  SAP_BW
SAPKW73102`  SAP_BW 731: SP 0002`  I`  20130528`  731`  201`  102921`  731`  SAP_BW
SAPKW73103`  SAP_BW 731: SP 0003`  I`  20130528`  731`  201`  102922`  731`  SAP_BW
SAPKW73104`  SAP_BW 731: SP 0004`  I`  20130528`  731`  201`  110115`  731`  SAP_BW
SAPKW74001`  SAP_BW 740: SP 0001`  I`  20130531`  740`  20121205`  135718`  740`  SAP_BW
SAPKW74002`  SAP_BW 740: SP 0002`  I`  20130531`  740`  20130412`  135834`  740`  SAP_BW
SAPKW74003`  SAP_BW 740: SP 0003`  I`  20131128`  740`  20130627`  084431`  740`  SAP_BW
SAPKW74004`  SAP_BW 740: SP 0004`  I`  20131128`  740`  20130816`  084432`  740`  SAP_BW
SAPKW74005`  SAP_BW 740: SP 0005`  I`  20140121`  740`  20131112`  164030`  740`  SAP_BW
SAPKW74006`  SAP_BW 740: SP 0006`  I`  20140805`  740`  20140121`  094228`  740`  SAP_BW
SAPKW74007`  SAP_BW 740: SP 0007`  I`  20140805`  740`  201`  094256`  740`  SAP_BW
SAPKW74008`  SAP_BW 740: SP 0008`  I`  20141010`  740`  20140715`  194600`  740`  SAP_BW
SAPKW74009`  SAP_BW 740: SP 0009`  I`  20150226`  740`  20141114`  113330`  740`  SAP_BW
SAPKW74010`  SAP_BW 740: SP 0010`  I`  20150528`  740`  201`  121507`  740`  SAP_BW
SAPK-20004INUIX01CA1`  UIX01CA1 200: Support Package 0004`  I`  20170915`  752`  20170412`  151122`  200`  UIX01CA1
SAPKLBGCA1709S4HOPF0`  Language S4HANA 1709 OP                  BG 05.08.2017`  I`  20170915`  `  00000000`  192924`  `
SAPKLZFCA1709S4HOPF0`  Language S4HANA 1709 OP                  ZF 05.08.2017`  I`  20170915`  `  00000000`  193220`  `
SAPKLARCA1709S4HOPF0`  Language S4HANA 1709 OP                  AR 05.08.2017`  I`  20170915`  `  00000000`  193216`  `
SAPKLCACA1709S4HOPF0`  Language S4HANA 1709 OP                  CA 05.08.2017`  I`  20170915`  `  00000000`  193341`  `
SAPKLHRCA1709S4HOPF0`  Language S4HANA 1709 OP                  HR 05.08.2017`  I`  20170915`  `  00000000`  195551`  `
SAPKLZHCA1709S4HOPF0`  Language S4HANA 1709 OP                  ZH 05.08.2017`  I`  20170915`  `  00000000`  204620`  `
SAPKLETCA1709S4HOPF0`  Language S4HANA 1709 OP                  ET 05.08.2017`  I`  20170916`  `  00000000`  065843`  `
SAPKLDACA1709S4HOPF0`  Language S4HANA 1709 OP                  DA 05.08.2017`  I`  20170916`  `  00000000`  071528`  `
SAPKLFICA1709S4HOPF0`  Language S4HANA 1709 OP                  FI 05.08.2017`  I`  20170916`  `  00000000`  071712`  `
SAPKLELCA1709S4HOPF0`  Language S4HANA 1709 OP                  EL 05.08.2017`  I`  20170916`  `  00000000`  071924`  `
SAPKLHECA1709S4HOPF0`  Language S4HANA 1709 OP                  HE 05.08.2017`  I`  20170916`  `  00000000`  072224`  `
SAPKLNLCA1709S4HOPF0`  Language S4HANA 1709 OP                  NL 05.08.2017`  I`  20170916`  `  00000000`  072324`  `
SAPKLHUCA1709S4HOPF0`  Language S4HANA 1709 OP                  HU 05.08.2017`  I`  20170916`  `  00000000`  073331`  `
SAPKLHICA1709S4HOPF0`  Language S4HANA 1709 OP                  HI 05.08.2017`  I`  20170916`  `  00000000`  080351`  `
SAPKLCSCA1709S4HOPF0`  Language S4HANA 1709 OP                  CS 05.08.2017`  I`  20170916`  `  00000000`  080732`  `
SAPKLITCA1709S4HOPF0`  Language S4HANA 1709 OP                  IT 05.08.2017`  I`  20170916`  `  00000000`  083618`  `
SAPKLFRCA1709S4HOPF0`  Language S4HANA 1709 OP                  FR 05.08.2017`  I`  20170916`  `  00000000`  083755`  `
SAPKLNOCA1709S4HOPF0`  Language S4HANA 1709 OP                  NO 05.08.2017`  I`  20170916`  `  00000000`  135246`  `
SAPKLKOCA1709S4HOPF0`  Language S4HANA 1709 OP                  KO 05.08.2017`  I`  20170916`  `  00000000`  140605`  `
SAPKLRUCA1709S4HOPF0`  Language S4HANA 1709 OP                  RU 05.08.2017`  I`  20170916`  `  00000000`  140815`  `
SAPKLPLCA1709S4HOPF0`  Language S4HANA 1709 OP                  PL 05.08.2017`  I`  20170916`  `  00000000`  140930`  `
SAPKLKKCA1709S4HOPF0`  Language S4HANA 1709 OP                  KK 05.08.2017`  I`  20170916`  `  00000000`  150140`  `
SAPKLPTCA1709S4HOPF0`  Language S4HANA 1709 OP                  PT 05.08.2017`  I`  20170916`  `  00000000`  153335`  `
SAPKLJACA1709S4HOPF0`  Language S4HANA 1709 OP                  JA 05.08.2017`  I`  20170916`  `  00000000`  154814`  `
SAPKLLTCA1709S4HOPF0`  Language S4HANA 1709 OP                  LT 05.08.2017`  I`  20170916`  `  00000000`  134720`  `
SAPKLLVCA1709S4HOPF0`  Language S4HANA 1709 OP                  LV 05.08.2017`  I`  20170916`  `  00000000`  134844`  `
SAPKLMSCA1709S4HOPF0`  Language S4HANA 1709 OP                  MS 05.08.2017`  I`  20170916`  `  00000000`  135022`  `
SAPKLROCA1709S4HOPF0`  Language S4HANA 1709 OP                  RO 05.08.2017`  I`  20170916`  `  00000000`  135024`  `
SAPKLSLCA1709S4HOPF0`  Language S4HANA 1709 OP                  SL 05.08.2017`  I`  20170917`  `  00000000`  105111`  `
SAPKLSHCA1709S4HOPF0`  Language S4HANA 1709 OP                  SH 05.08.2017`  I`  20170917`  `  00000000`  105432`  `
SAPKLSKCA1709S4HOPF0`  Language S4HANA 1709 OP                  SK 05.08.2017`  I`  20170917`  `  00000000`  105446`  `
SAPKLUKCA1709S4HOPF0`  Language S4HANA 1709 OP                  UK 05.08.2017`  I`  20170917`  `  00000000`  113048`  `
SAPKLTRCA1709S4HOPF0`  Language S4HANA 1709 OP                  TR 05.08.2017`  I`  20170917`  `  00000000`  120750`  `
SAPKLTHCA1709S4HOPF0`  Language S4HANA 1709 OP                  TH 05.08.2017`  I`  20170917`  `  00000000`  120747`  `
SAPKLVICA1709S4HOPF0`  Language S4HANA 1709 OP                  VI 05.08.2017`  I`  20170917`  `  00000000`  120913`  `
SAPKLSVCA1709S4HOPF0`  Language S4HANA 1709 OP                  SV 05.08.2017`  I`  20170917`  `  00000000`  123443`  `
SAPKLESCA1709S4HOPF0`  Language S4HANA 1709 OP                  ES 05.08.2017`  I`  20170917`  `  00000000`  142043`  `
SAPK-75EBHINSAPABA`  SAP_ABA 75E Update: Meta-Commandfile`  I`  20190925`  754`  20190323`  032303`  75E`  SAP_ABA
SAPK-754BHINSAPGWFND`  SAP_GWFND 754 Update: Meta-Commandfile`  I`  20190925`  754`  20190323`  032304`  754`  SAP_GWFND
SAPK-754BHINSAPUI`  SAP_UI 754 Update: Meta-Commandfile`  I`  20190925`  754`  20190312`  032305`  754`  SAP_UI
SAPK-74011INSTPI`  ST-PI 740: SP 0011`  I`  20190925`  754`  20190607`  032306`  740`  ST-PI
SAPK-754BHINSAPBW`  SAP_BW 754 Update: Meta-Commandfile`  I`  20190925`  754`  20190323`  032307`  754`  SAP_BW
SAPK-100FHINS4CRM`  S4CRM 100: Add-On Installation`  I`  20180323`  752`  20180219`  043519`  `
SAPK-10001INS4CRM`  S4CRM 100: SP 0001`  I`  20180323`  752`  20180219`  043520`  100`  S4CRM
SAPK-753BHINSAPBASIS`  SAP_BASIS 753 Update: Meta-Commandfile`  I`  20181002`  753`  20180323`  021551`  753`  SAP_BASIS
SAPK-75302INSAPGWFND`  SAP_GWFND 753: SP 0002`  I`  20190508`  753`  20190329`  121041`  753`  SAP_GWFND
SAPK-75DBHINSAPABA`  SAP_ABA 75D Update: Meta-Commandfile`  I`  20181002`  753`  20180323`  021552`  75D`  SAP_ABA
SAPK400S4HINUIS4HOP1`  Local deletion package for component UIS4HOP1 Release 400`  N`  20181005`  753`  20181005`  101534`  400`  UIS4HOP1
SAPK-104BHINS4FND`  S4FND 104 Update: Meta-Commandfile`  I`  20190925`  754`  20190305`  032308`  104`  S4FND
SAPK-753BHINSAPGWFND`  SAP_GWFND 753 Update: Meta-Commandfile`  I`  20181002`  753`  20180323`  021553`  753`  SAP_GWFND
SAPK-75301INSAPGWFND`  SAP_GWFND 753: SP 0001`  I`  20190131`  753`  20181216`  012609`  753`  SAP_GWFND
SAPK-753BHINSAPUI`  SAP_UI 753 Update: Meta-Commandfile`  I`  20181002`  753`  20180312`  021554`  753`  SAP_UI
SAPK-74008INSTPI`  ST-PI 740: SP 0008`  I`  20181002`  753`  20180509`  021555`  740`  ST-PI
SAPK-753BHINSAPBW`  SAP_BW 753 Update: Meta-Commandfile`  I`  20181002`  753`  20180323`  021556`  753`  SAP_BW
SAPK-103BHINS4FND`  S4FND 103 Update: Meta-Commandfile`  I`  20181002`  753`  20180305`  021557`  103`  S4FND
SAPK-804BHINMDGFND`  MDG_FND 804 Update: Meta-Commandfile`  I`  20190925`  754`  20190328`  032309`  804`  MDG_FND
SAPK-75302INSAPUI`  SAP_UI 753: SP 0002`  I`  20190131`  753`  20181216`  012610`  753`  SAP_UI
SAPK-75201INSAPUI`  SAP_UI 752: SP 0001`  I`  20180308`  752`  20171020`  152148`  752`  SAP_UI
SAPK-74007INSTPI`  ST-PI 740: SP 0007`  I`  20180308`  752`  20171009`  152149`  740`  ST-PI
SAPK-30001INUIBAS001`  UIBAS001 300: SP 0001`  I`  20180308`  752`  20171205`  152150`  300`  UIBAS001
SAPK-74009INSTPI`  ST-PI 740: SP 0009`  I`  20190131`  753`  20181122`  012611`  740`  ST-PI
SAPKE60843`  SAP_HR 608: SP 0043`  I`  20180308`  752`  20170711`  152151`  608`  SAP_HR
SAPK-60843INEAHR`  EA-HR 608: SP 0043`  I`  20180308`  752`  20170711`  152152`  608`  EA-HR
SAPK-60007INGBX01HR`  GBX01HR 600: Support Package 0007`  I`  20180308`  752`  20170710`  152153`  600`  GBX01HR
SAPK-60504INGBX01HR5`  GBX01HR5 605: Support Package 0004`  I`  20180308`  752`  20170710`  152154`  605`  GBX01HR5
SAPK-100AGINSAPUIFT`  SAPUIFT 100: Add-On Installation`  I`  20180308`  752`  20141222`  152155`  100`  SAPUIFT
SAPKITAB9T`  Servicetools for SAP Basis 731 and higher`  I`  20180308`  752`  20170912`  152156`  01S_731`  ST-A/PI
SAPK-50001INUIAPFI70`  UIAPFI70 500: SP 0001`  I`  20180309`  752`  20180131`  062748`  500`  UIAPFI70
SAPK-20005INUIX01CA1`  UIX01CA1 200: SP 0005`  I`  20180309`  752`  20171008`  073553`  200`  UIX01CA1
SAPK-75202INSAPUI`  SAP_UI 752: SP 0002`  I`  20180308`  752`  20171211`  152157`  752`  SAP_UI
SAPKE60844`  SAP_HR 608: SP 0044`  I`  20180308`  752`  20170804`  152158`  608`  SAP_HR
SAPK-60844INEAHR`  EA-HR 608: SP 0044`  I`  20180308`  752`  20170804`  152159`  608`  EA-HR
SAPK-60008INGBX01HR`  GBX01HR 600: SP 0008`  I`  20180308`  752`  20171211`  152200`  600`  GBX01HR
SAPK-60505INGBX01HR5`  GBX01HR5 605: SP 0005`  I`  20180308`  752`  20171216`  152201`  605`  GBX01HR5
SAPK-75201INSAPBASIS`  SAP_BASIS 752: SP 0001`  I`  20180308`  752`  20171221`  152202`  752`  SAP_BASIS
SAPK-75C01INSAPABA`  SAP_ABA 75C: SP 0001`  I`  20180308`  752`  20171207`  152203`  75C`  SAP_ABA
SAPK-75201INSAPBW`  SAP_BW 752: SP 0001`  I`  20180308`  752`  20171211`  152204`  752`  SAP_BW
SAPK-10201INS4FND`  S4FND 102: SP 0001`  I`  20180308`  752`  20171219`  152205`  102`  S4FND
SAPK-10201INS4CORE`  S4CORE 102: SP 0001`  I`  20180308`  752`  20180115`  152206`  102`  S4CORE
SAPKE60845`  SAP_HR 608: SP 0045`  I`  20180308`  752`  20170911`  152207`  608`  SAP_HR
SAPK-80201INEADFPS`  EA-DFPS 802: SP 0001`  I`  20180308`  752`  20171219`  152208`  802`  EA-DFPS
SAPK-60845INEAHR`  EA-HR 608: SP 0045`  I`  20180308`  752`  20170911`  152209`  608`  EA-HR
SAPK-80201INEAPS`  EA-PS 802: SP 0001`  I`  20180308`  752`  20171219`  152210`  802`  EA-PS
SAPK-80201INECCSE`  ECC-SE 802: SP 0001`  I`  20180308`  752`  20171219`  152211`  802`  ECC-SE
SAPK-80201INERECRUIT`  ERECRUIT 802: SP 0001`  I`  20180308`  752`  20171219`  152212`  802`  ERECRUIT
SAPK-80201INFICAX`  FI-CAX 802: SP 0001`  I`  20180308`  752`  20171219`  152213`  802`  FI-CAX
SAPK-80201ININSURANC`  INSURANCE 802: SP 0001`  I`  20180308`  752`  20171219`  152214`  802`  INSURANCE
SAPK-80201INISH`  IS-H 802: SP 0001`  I`  20180308`  752`  20171219`  152215`  802`  IS-H
SAPK-80201INISM`  IS-M 802: SP 0001`  I`  20180308`  752`  20171219`  152216`  802`  IS-M
SAPK-80201INISOIL`  IS-OIL 802: SP 0001`  I`  20180308`  752`  20171219`  152217`  802`  IS-OIL
SAPK-80201INISPRA`  IS-PRA 802: SP 0001`  I`  20180308`  752`  20171219`  152218`  802`  IS-PRA
SAPK-80201INISPSCA`  IS-PS-CA 802: SP 0001`  I`  20180308`  752`  20171219`  152219`  802`  IS-PS-CA
SAPK-80201INISUT`  IS-UT 802: SP 0001`  I`  20180308`  752`  20171221`  152220`  802`  IS-UT
SAPK-80201INLSOFE`  LSOFE 802: SP 0001`  I`  20180308`  752`  20171219`  152221`  802`  LSOFE
SAPK-80201INMDGFND`  MDG_FND 802: SP 0001`  I`  20180308`  752`  20171219`  152222`  802`  MDG_FND
SAPK-80201INMDGAPPL`  MDG_APPL 802: SP 0001`  I`  20180308`  752`  20171219`  152223`  802`  MDG_APPL
SAPK-80201INMDGUX`  MDG_UX 802: SP 0001`  I`  20180308`  752`  20171219`  152224`  802`  MDG_UX
SAPKE60846`  SAP_HR 608: SP 0046`  I`  20180308`  752`  20171009`  152225`  608`  SAP_HR
SAPK-60846INEAHR`  EA-HR 608: SP 0046`  I`  20180308`  752`  20171009`  152226`  608`  EA-HR
SAPKE60847`  SAP_HR 608: SP 0047`  I`  20180308`  752`  20171108`  152227`  608`  SAP_HR
SAPK-60847INEAHR`  EA-HR 608: SP 0047`  I`  20180308`  752`  20171108`  152228`  608`  EA-HR
SAPK-40001INUIBAS001`  UIBAS001 400: SP 0001`  I`  20190131`  753`  20190102`  012612`  400`  UIBAS001
SAPKE60857`  SAP_HR 608: SP 0057`  I`  20190131`  753`  20180807`  012613`  608`  SAP_HR
SAPK-60857INEAHR`  EA-HR 608: SP 0057`  I`  20190131`  753`  20180807`  012614`  608`  EA-HR
SAPK-60011INGBX01HR`  GBX01HR 600: SP 0011`  I`  20190131`  753`  20180919`  012615`  600`  GBX01HR
SAPK-803BHINMDGFND`  MDG_FND 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180328`  021558`  803`  MDG_FND
SAPK-103BHINS4CORE`  S4CORE 103 Update: Meta-Commandfile`  I`  20181002`  753`  20180420`  021559`  103`  S4CORE
SAPK-803BHINMDGAPPL`  MDG_APPL 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180315`  021600`  803`  MDG_APPL
SAPK-803BHINMDGUX`  MDG_UX 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180315`  021601`  803`  MDG_UX
SAPKE60848`  SAP_HR 608: SP 0048`  I`  20181002`  753`  20171205`  021602`  608`  SAP_HR
SAPKE60849`  SAP_HR 608: SP 0049`  I`  20181002`  753`  20171215`  021603`  608`  SAP_HR
SAPKE60850`  SAP_HR 608: SP 0050`  I`  20181002`  753`  20180124`  021604`  608`  SAP_HR
SAPKE60851`  SAP_HR 608: SP 0051`  I`  20181002`  753`  20180214`  021605`  608`  SAP_HR
SAPKE60852`  SAP_HR 608: SP 0052`  I`  20181002`  753`  20180314`  021606`  608`  SAP_HR
SAPKE60853`  SAP_HR 608: SP 0053`  I`  20181002`  753`  20180410`  021607`  608`  SAP_HR
SAPKE60854`  SAP_HR 608: SP 0054`  I`  20181002`  753`  20180509`  021608`  608`  SAP_HR
SAPKE60855`  SAP_HR 608: SP 0055`  I`  20181002`  753`  20180612`  021609`  608`  SAP_HR
SAPKE60856`  SAP_HR 608: SP 0056`  I`  20181002`  753`  20180710`  021610`  608`  SAP_HR
SAPK-803BHINEADFPS`  EA-DFPS 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180320`  021611`  803`  EA-DFPS
SAPK-60848INEAHR`  EA-HR 608: SP 0048`  I`  20181002`  753`  20171205`  021612`  608`  EA-HR
SAPK-60849INEAHR`  EA-HR 608: SP 0049`  I`  20181002`  753`  20171215`  021613`  608`  EA-HR
SAPK-60850INEAHR`  EA-HR 608: SP 0050`  I`  20181002`  753`  20180123`  021614`  608`  EA-HR
SAPK-60851INEAHR`  EA-HR 608: SP 0051`  I`  20181002`  753`  20180214`  021615`  608`  EA-HR
SAPK-60852INEAHR`  EA-HR 608: SP 0052`  I`  20181002`  753`  20180314`  021616`  608`  EA-HR
SAPK-60853INEAHR`  EA-HR 608: SP 0053`  I`  20181002`  753`  20180410`  021617`  608`  EA-HR
SAPK-60854INEAHR`  EA-HR 608: SP 0054`  I`  20181002`  753`  20180509`  021618`  608`  EA-HR
SAPK-60855INEAHR`  EA-HR 608: SP 0055`  I`  20181002`  753`  20180614`  021619`  608`  EA-HR
SAPK-60856INEAHR`  EA-HR 608: SP 0056`  I`  20181002`  753`  20180710`  021620`  608`  EA-HR
SAPK-803BHINEAPS`  EA-PS 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180320`  021621`  803`  EA-PS
SAPK-803BHINECCSE`  ECC-SE 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180315`  021622`  803`  ECC-SE
SAPK-803BHINFICAX`  FI-CAX 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180315`  021623`  803`  FI-CAX
SAPK-803BHININSURANC`  INSURANCE 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180319`  021624`  803`  INSURANCE
SAPK-803BHINISOIL`  IS-OIL 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180319`  021625`  803`  IS-OIL
SAPK-803BHINISPRA`  IS-PRA 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180319`  021626`  803`  IS-PRA
SAPK-803BHINISPSCA`  IS-PS-CA 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180319`  021627`  803`  IS-PS-CA
SAPK-803BHINISUT`  IS-UT 803 Update: Meta-Commandfile`  I`  20181002`  753`  20180319`  021628`  803`  IS-UT
SAPK-60009INGBX01HR`  GBX01HR 600: SP 0009`  I`  20181002`  753`  20180228`  021629`  600`  GBX01HR
SAPK-60010INGBX01HR`  GBX01HR 600: SP 0010`  I`  20181002`  753`  20180613`  021630`  600`  GBX01HR
SAPK-60506INGBX01HR5`  GBX01HR5 605: SP 0006`  I`  20181002`  753`  20180302`  021631`  605`  GBX01HR5
SAPK-60507INGBX01HR5`  GBX01HR5 605: SP 0007`  I`  20181002`  753`  20180613`  021632`  605`  GBX01HR5
SAPK-20003INMSGPMCON`  MSGPMCON 200: Patch 0003`  I`  20181002`  753`  20180209`  021633`  200`  MSGPMCON
SAPKITAB9U`  Servicetools for SAP Basis 731 and higher`  I`  20181002`  753`  20180308`  021634`  01T_731`  ST-A/PI
SAPK-75301INSAPUI`  SAP_UI 753: SP 0001`  I`  20181002`  753`  20180911`  021635`  753`  SAP_UI
SAPK-400AGINUIBAS001`  UIBAS001 400: Add-On Installation`  I`  20181002`  753`  20180723`  021636`  400`  UIBAS001
SAPK-200FHINS4CRM`  S4CRM 200 Installation: Meta-Commandfile`  I`  20181002`  753`  20180922`  021637`  200`  S4CRM
SAPK-600AGINUIAPFI70`  UIAPFI70 600: Add-On Installation`  I`  20181002`  753`  20180918`  021638`  600`  UIAPFI70
SAPK-60508INGBX01HR5`  GBX01HR5 605: SP 0008`  I`  20190131`  753`  20180919`  012616`  605`  GBX01HR5
SAPK102002CPS4CORE`  S4_SIC_FRAMEWORK_S4CORE 102: TCI 004`  O`  20180828`  752`  20180328`  080229`  102`  S4CORE
SAPK102003CPS4CORE`  S4_SIC_FRAMEWORK_S4CORE 102: TCI 005`  O`  20180828`  752`  20180706`  103419`  102`  S4CORE
SAPKLZHCA1809S4HOPF0`  Language SAP S/4HANA 1809                ZH 08.08.2018`  I`  20181002`  `  20180808`  021558`  `
SAPKLTHCA1809S4HOPF0`  Language SAP S/4HANA 1809                TH 08.08.2018`  I`  20181002`  `  20180808`  021601`  `
SAPKLKOCA1809S4HOPF0`  Language SAP S/4HANA 1809                KO 08.08.2018`  I`  20181002`  `  20180808`  021602`  `
SAPKLROCA1809S4HOPF0`  Language SAP S/4HANA 1809                RO 08.08.2018`  I`  20181002`  `  20180808`  021605`  `
SAPKLSLCA1809S4HOPF0`  Language SAP S/4HANA 1809                SL 08.08.2018`  I`  20181002`  `  20180808`  021608`  `
SAPKLHRCA1809S4HOPF0`  Language SAP S/4HANA 1809                HR 08.08.2018`  I`  20181002`  `  20180809`  021611`  `
SAPKLMSCA1809S4HOPF0`  Language SAP S/4HANA 1809                MS 08.08.2018`  I`  20181002`  `  20180809`  021614`  `
SAPKLUKCA1809S4HOPF0`  Language SAP S/4HANA 1809                UK 08.08.2018`  I`  20181002`  `  20180809`  021615`  `
SAPKLETCA1809S4HOPF0`  Language SAP S/4HANA 1809                ET 08.08.2018`  I`  20181002`  `  20180809`  021618`  `
SAPKLHECA1809S4HOPF0`  Language SAP S/4HANA 1809                HE 09.08.2018`  I`  20181002`  `  20180809`  021624`  `
SAPKLARCA1809S4HOPF0`  Language SAP S/4HANA 1809                AR 08.08.2018`  I`  20181002`  `  20180809`  021621`  `
SAPKLCSCA1809S4HOPF0`  Language SAP S/4HANA 1809                CS 09.08.2018`  I`  20181002`  `  20180809`  021627`  `
SAPKLDECA1809S4HOPX0`  Language SAP S/4HANA 1809                DE 10.08.2018`  I`  20181002`  `  20180810`  021630`  `
SAPKLENCA1809S4HOPX0`  Language SAP S/4HANA 1809                EN 10.08.2018`  I`  20181002`  `  20180810`  021631`  `
SAPKLFRCA1809S4HOPF0`  Language SAP S/4HANA 1809                FR 09.08.2018`  I`  20181002`  `  20180809`  021634`  `
SAPKLELCA1809S4HOPF0`  Language SAP S/4HANA 1809                EL 09.08.2018`  I`  20181002`  `  20180809`  021637`  `
SAPKLHUCA1809S4HOPF0`  Language SAP S/4HANA 1809                HU 09.08.2018`  I`  20181002`  `  20180809`  021640`  `
SAPKLITCA1809S4HOPF0`  Language SAP S/4HANA 1809                IT 09.08.2018`  I`  20181002`  `  20180809`  021643`  `
SAPKLJACA1809S4HOPF0`  Language SAP S/4HANA 1809                JA 09.08.2018`  I`  20181002`  `  20180809`  021647`  `
SAPKLDACA1809S4HOPF0`  Language SAP S/4HANA 1809                DA 09.08.2018`  I`  20181002`  `  20180809`  021647`  `
SAPKLPLCA1809S4HOPF0`  Language SAP S/4HANA 1809                PL 09.08.2018`  I`  20181002`  `  20180809`  021650`  `
SAPKLZFCA1809S4HOPF0`  Language SAP S/4HANA 1809                ZF 09.08.2018`  I`  20181002`  `  20180809`  021653`  `
SAPKLNLCA1809S4HOPF0`  Language SAP S/4HANA 1809                NL 09.08.2018`  I`  20181002`  `  20180809`  021656`  `
SAPKLNOCA1809S4HOPF0`  Language SAP S/4HANA 1809                NO 09.08.2018`  I`  20181002`  `  20180809`  021659`  `
SAPKLPTCA1809S4HOPF0`  Language SAP S/4HANA 1809                PT 09.08.2018`  I`  20181002`  `  20180809`  021700`  `
