PATCH [C(00040)]`SHORT_TEXT [C(00120)]`STATUS [C(00002)]`IMPLE_DATE [D(00016)]`L_IMPL_REL [C(00008)]`DELIV_DATE [D(00016)]`IMPLE_TIME [T(00012)]`COMP_REL [C(00020)]`COMPONENT [C(00060)]
SAPK-61703INEADFPS`  EA-DFPS 617: SP 0003`  I`  20150226`  740`  20140115`  113623`  617`  EA-DFPS
SAPK-61703INEAPS`  EA-PS 617: SP 0003`  I`  20150226`  740`  20140115`  113627`  617`  EA-PS
SAPK-61703INERECRUIT`  ERECRUIT 617: SP 0003`  I`  20150226`  740`  20140116`  113635`  617`  ERECRUIT
SAPK-60006INGBX01HR`  GBX01HR 600: Support Package 0006`  I`  20170421`  752`  20161214`  104526`  600`  GBX01HR
SAPK-61703INFICAX`  FI-CAX 617: SP 0003`  I`  20150226`  740`  20140115`  113638`  617`  FI-CAX
SAPK-61703ININSURANC`  INSURANCE 617: SP 0003`  I`  20150226`  740`  20140115`  113639`  617`  INSURANCE
SAPK-61703INISH`  IS-H 617: SP 0003`  I`  20150226`  740`  20131203`  113641`  617`  IS-H
SAPK-61703INISM`  IS-M 617: SP 0003`  I`  20150226`  740`  20140115`  113642`  617`  IS-M
SAPK-61703INISOIL`  IS-OIL 617: SP 0003`  I`  20150226`  740`  20140115`  113710`  617`  IS-OIL
SAPK-61703INISPRA`  IS-PRA 617: SP 0003`  I`  20150226`  740`  20140116`  113644`  617`  IS-PRA
SAPK-61703INISPSCA`  IS-PS-CA 617: SP 0003`  I`  20150226`  740`  20140115`  113645`  617`  IS-PS-CA
SAPK-61703INISUT`  IS-UT 617: SP 0003`  I`  20150226`  740`  20140115`  113646`  617`  IS-UT
SAPK-61703INLSOFE`  LSOFE 617: SP 0003`  I`  20150226`  740`  20140409`  113647`  617`  LSOFE
SAPK-61703INMDGAPPL`  MDG_APPL 617: SP 0003`  I`  20140121`  740`  20140116`  164039`  617`  MDG_APPL
SAPK-61704INEADFPS`  EA-DFPS 617: SP 0004`  I`  20150226`  740`  20140409`  113651`  617`  EA-DFPS
SAPK-61704INEAPS`  EA-PS 617: SP 0004`  I`  20150226`  740`  20140409`  113655`  617`  EA-PS
SAPK-61704INERECRUIT`  ERECRUIT 617: SP 0004`  I`  20150226`  740`  20140409`  113703`  617`  ERECRUIT
SAPKE60838`  SAP_HR 608: SP 0038`  I`  20170424`  752`  20170207`  091956`  608`  SAP_HR
SAPK-61704INFICAX`  FI-CAX 617: SP 0004`  I`  20150226`  740`  20140409`  113705`  617`  FI-CAX
SAPK-61704ININSURANC`  INSURANCE 617: SP 0004`  I`  20150226`  740`  20140409`  113706`  617`  INSURANCE
SAPK-61704INISH`  IS-H 617: SP 0004`  I`  20150226`  740`  20140116`  113708`  617`  IS-H
SAPK-61704INISM`  IS-M 617: SP 0004`  I`  20150226`  740`  20140409`  113709`  617`  IS-M
SAPK-61704INISOIL`  IS-OIL 617: SP 0004`  I`  20150226`  740`  20140409`  113735`  617`  IS-OIL
SAPK-61704INISPRA`  IS-PRA 617: SP 0004`  I`  20150226`  740`  20140410`  113711`  617`  IS-PRA
SAPK-61704INISPSCA`  IS-PS-CA 617: SP 0004`  I`  20150226`  740`  20140409`  113712`  617`  IS-PS-CA
SAPK-61704INISUT`  IS-UT 617: SP 0004`  I`  20150226`  740`  20140409`  113713`  617`  IS-UT
SAPK-61704INLSOFE`  LSOFE 617: SP 0004`  I`  20150226`  740`  20140707`  113714`  617`  LSOFE
SAPK-61704INMDGAPPL`  MDG_APPL 617: SP 0004`  I`  20140805`  740`  201`  094325`  617`  MDG_APPL
SAPK-61705INEADFPS`  EA-DFPS 617: SP 0005`  I`  20150226`  740`  20140708`  113718`  617`  EA-DFPS
SAPK-61705INEAPS`  EA-PS 617: SP 0005`  I`  20150226`  740`  20140708`  113722`  617`  EA-PS
SAPK-61705INERECRUIT`  ERECRUIT 617: SP 0005`  I`  20150226`  740`  20140707`  113728`  617`  ERECRUIT
SAPK-60838INEAHR`  EA-HR 608: SP 0038`  I`  20170424`  752`  20170207`  091957`  608`  EA-HR
SAPK-61705INFICAX`  FI-CAX 617: SP 0005`  I`  20150226`  740`  20140708`  113730`  617`  FI-CAX
SAPK-61705ININSURANC`  INSURANCE 617: SP 0005`  I`  20150226`  740`  20140708`  113731`  617`  INSURANCE
SAPK-61705INISH`  IS-H 617: SP 0005`  I`  20150226`  740`  20140311`  113733`  617`  IS-H
SAPK-61705INISM`  IS-M 617: SP 0005`  I`  20150226`  740`  20140708`  113734`  617`  IS-M
SAPK-61705INISOIL`  IS-OIL 617: SP 0005`  I`  20150226`  740`  20140708`  113800`  617`  IS-OIL
SAPK-61705INISPRA`  IS-PRA 617: SP 0005`  I`  20150226`  740`  20140708`  113736`  617`  IS-PRA
SAPK-61705INISPSCA`  IS-PS-CA 617: SP 0005`  I`  20150226`  740`  20140708`  113737`  617`  IS-PS-CA
SAPK-61705INISUT`  IS-UT 617: SP 0005`  I`  20150226`  740`  20140708`  113738`  617`  IS-UT
SAPK-61705INLSOFE`  LSOFE 617: SP 0005`  I`  20150226`  740`  20140922`  113739`  617`  LSOFE
SAPK-61705INMDGAPPL`  MDG_APPL 617: SP 0005`  I`  20140805`  740`  20140707`  094327`  617`  MDG_APPL
SAPK-61706INEADFPS`  EA-DFPS 617: SP 0006`  I`  20150226`  740`  20141001`  113743`  617`  EA-DFPS
SAPK-61706INEAPS`  EA-PS 617: SP 0006`  I`  20150226`  740`  20141001`  113747`  617`  EA-PS
SAPK-61706INERECRUIT`  ERECRUIT 617: SP 0006`  I`  20150226`  740`  20140922`  113753`  617`  ERECRUIT
SAPKE60839`  SAP_HR 608: SP 0039`  I`  20170424`  752`  201`  091958`  608`  SAP_HR
SAPK-61706INFICAX`  FI-CAX 617: SP 0006`  I`  20150226`  740`  20141001`  113755`  617`  FI-CAX
SAPK-61706ININSURANC`  INSURANCE 617: SP 0006`  I`  20150226`  740`  20141001`  113756`  617`  INSURANCE
SAPK-61706INISH`  IS-H 617: SP 0006`  I`  20150226`  740`  20140530`  113758`  617`  IS-H
SAPK-61706INISM`  IS-M 617: SP 0006`  I`  20150226`  740`  20141001`  113759`  617`  IS-M
SAPK-61706INISOIL`  IS-OIL 617: SP 0006`  I`  20150226`  740`  20141001`  113829`  617`  IS-OIL
SAPK-61706INISPRA`  IS-PRA 617: SP 0006`  I`  20150226`  740`  20140807`  113801`  617`  IS-PRA
SAPK-61706INISPSCA`  IS-PS-CA 617: SP 0006`  I`  20150226`  740`  20141001`  113802`  617`  IS-PS-CA
SAPK-61706INISUT`  IS-UT 617: SP 0006`  I`  20150226`  740`  20141001`  113803`  617`  IS-UT
SAPK-61706INLSOFE`  LSOFE 617: SP 0006`  I`  20150226`  740`  20150109`  113804`  617`  LSOFE
SAPK-61706INMDGAPPL`  MDG_APPL 617: SP 0006`  I`  20141010`  740`  20140925`  194630`  617`  MDG_APPL
SAPK-61707INEADFPS`  EA-DFPS 617: SP 0007`  I`  20150226`  740`  20150109`  113807`  617`  EA-DFPS
SAPK-61707INEAPS`  EA-PS 617: SP 0007`  I`  20150226`  740`  20150109`  113811`  617`  EA-PS
SAPK-61707INERECRUIT`  ERECRUIT 617: SP 0007`  I`  20150226`  740`  20150109`  113816`  617`  ERECRUIT
SAPK-60839INEAHR`  EA-HR 608: SP 0039`  I`  20170424`  752`  201`  091959`  608`  EA-HR
SAPK-61707INFICAX`  FI-CAX 617: SP 0007`  I`  20150226`  740`  20150109`  113818`  617`  FI-CAX
SAPK-61707ININSURANC`  INSURANCE 617: SP 0007`  I`  20150226`  740`  20150109`  113819`  617`  INSURANCE
SAPK-61707INISH`  IS-H 617: SP 0007`  I`  20150226`  740`  20140625`  113820`  617`  IS-H
SAPK-61707INISM`  IS-M 617: SP 0007`  I`  20150226`  740`  20150109`  113821`  617`  IS-M
SAPK-61707INISOIL`  IS-OIL 617: SP 0007`  I`  20150226`  740`  20150109`  113834`  617`  IS-OIL
SAPK-61707INISPRA`  IS-PRA 617: SP 0007`  I`  20150226`  740`  20141001`  113822`  617`  IS-PRA
SAPK-61707INISPSCA`  IS-PS-CA 617: SP 0007`  I`  20150226`  740`  20150109`  113823`  617`  IS-PS-CA
SAPK-61707INISUT`  IS-UT 617: SP 0007`  I`  20150226`  740`  20150109`  113824`  617`  IS-UT
SAPK-61707INLSOFE`  LSOFE 617: SP 0007`  I`  20150811`  750`  20150629`  145357`  617`  LSOFE
SAPK-61707INMDGAPPL`  MDG_APPL 617: SP 0007`  I`  20150226`  740`  20150109`  113431`  617`  MDG_APPL
SAPK-61708INERECRUIT`  ERECRUIT 617: SP 0008`  I`  20150811`  750`  20150625`  145357`  617`  ERECRUIT
SAPK-61708INISH`  IS-H 617: SP 0008`  I`  20150226`  740`  20141001`  113828`  617`  IS-H
SAPK-61708INISPRA`  IS-PRA 617: SP 0008`  I`  20150226`  740`  20141218`  113830`  617`  IS-PRA
SAPK-61709INISH`  IS-H 617: SP 0009`  I`  20150226`  740`  20141130`  113833`  617`  IS-H
SAPK-61710INISH`  IS-H 617: SP 0010`  I`  20150226`  740`  20150109`  113837`  617`  IS-H
SAPK-617BHINEADFPS`  EA-DFPS 617 Update`  I`  20150226`  740`  20130516`  113500`  617`  EA-DFPS
SAPK-617BHINEAPS`  EA-PS 617 Update`  I`  20150226`  740`  20130515`  113504`  617`  EA-PS
SAPK-617BHINERECRUIT`  ERECRUIT 617 Upgrade`  I`  20150226`  740`  20130405`  113512`  617`  ERECRUIT
SAPKE60840`  SAP_HR 608: SP 0040`  I`  20170424`  752`  20170410`  092000`  608`  SAP_HR
SAPK-617BHINFICAX`  FI-CAX 617 Update`  I`  20150226`  740`  20130515`  113514`  617`  FI-CAX
SAPK-617BHININSURANC`  INSURANCE 617 Update`  I`  20150226`  740`  20130515`  113515`  617`  INSURANCE
SAPK-617BHINISH`  IS-H 617 Update`  I`  20150226`  740`  20130515`  113517`  617`  IS-H
SAPK-617BHINISM`  IS-M 617 Update`  I`  20150226`  740`  20130515`  113518`  617`  IS-M
SAPK-617BHINISOIL`  IS-OIL 617 Update`  I`  20150226`  740`  20130515`  113519`  617`  IS-OIL
SAPK-617BHINISPRA`  IS-PRA 617 Update`  I`  20150226`  740`  20130515`  113520`  617`  IS-PRA
SAPK-617BHINISPSCA`  IS-PS-CA 617 Update`  I`  20150226`  740`  20130515`  113521`  617`  IS-PS-CA
SAPK-617BHINISUT`  IS-UT 617 Update`  I`  20150226`  740`  20130515`  113522`  617`  IS-UT
SAPK-617BHINLSOFE`  LSOFE 617 Update`  I`  20150226`  740`  20130405`  113523`  617`  LSOFE
SAPK-617BHINMDGAPPL`  MDG_APPL 617 Update`  I`  20130531`  740`  20130328`  135846`  617`  MDG_APPL
SAPK-618AHINMDGUX`  MDG_UX 618 Installation`  I`  20150301`  750`  20150301`  163046`  618`  MDG_UX
SAPK-618BHINEADFPS`  EA-DFPS 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  EA-DFPS
SAPK-618BHINEAPS`  EA-PS 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  EA-PS
SAPK-60840INEAHR`  EA-HR 608: SP 0040`  I`  20170424`  752`  20170410`  092001`  608`  EA-HR
SAPK-618BHINFICAX`  FI-CAX 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  FI-CAX
SAPK-618BHININSURANC`  INSURANCE 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  INSURANCE
SAPK-618BHINISH`  IS-H 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  IS-H
SAPK-618BHINISM`  IS-M 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  IS-M
SAPK-618BHINISOIL`  IS-OIL 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  IS-OIL
SAPK-618BHINISPRA`  IS-PRA 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  IS-PRA
SAPK-618BHINISPSCA`  IS-PS-CA 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  IS-PS-CA
SAPK-618BHINISUT`  IS-UT 618 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  618`  IS-UT
SAPK-618BHINMDGAPPL`  MDG_APPL 618  Update`  I`  20150531`  750`  20150328`  135846`  618`  MDG_APPL
SAPK-61901INMDGAPPL`  MDG_APPL 619: SP 0001`  I`  20150824`  750`  20150824`  160345`  619`  MDG_APPL
SAPK-61901INMDGUX`  MDG_UX 619: SP 0001`  I`  20150824`  750`  20150824`  160346`  619`  MDG_UX
SAPK-619BHINMDGAPPL`  MDG_APPL 619 Update`  I`  20150801`  750`  20150328`  135846`  619`  MDG_APPL
SAPK-619BHINMDGUX`  MDG_UX 619 Update`  I`  20150801`  750`  20150401`  163046`  619`  MDG_UX
SAPK-102BHINS4CORE`  S4CORE 102 Update: Meta-Commandfile`  I`  20170424`  752`  20170424`  140530`  102`  S4CORE
SAPK-102BHINS4FND`  S4FND 102 Update: Meta-Commandfile`  I`  20170424`  752`  20170424`  140530`  102`  S4FND
SAPK-802BHINERECRUIT`  ERECRUIT 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  ERECRUIT
SAPK-802BHINISM`  IS-M 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  IS-M
SAPK-802BHINLSOFE`  LSOFE 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  LSOFE
SAPK-752BHINSAPBW`  SAP_BW 752 Update: Meta-Commandfile`  I`  20170424`  752`  20170123`  140530`  752`  SAP_BW
SAPK-752BHINSAPGWFND`  SAP_GWFND 752 Update: Meta-Commandfile`  I`  20170424`  752`  20170123`  140530`  752`  SAP_GWFND
SAPK-802BHINEADFPS`  EA-DFPS 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  EA-DFPS
SAPK-701DHINSAPABA`  SAP_ABA 701 Upgrade`  I`  20080613`  701`  200`  115403`  `
SAPK-701DHINSAPBASIS`  SAP_BASIS 701 Upgrade`  I`  20080613`  701`  200`  115402`  `
SAPK-701DHINSAPBW`  SAP_BW 701 Upgrade`  I`  20080613`  701`  200`  115405`  `
SAPK-702DHINSAPABA`  SAP_ABA 702 Upgrade`  I`  20090619`  702`  200`  083450`  `
SAPK-702DHINSAPBASIS`  SAP_BASIS 702 Upgrade`  I`  20090619`  702`  200`  083449`  `
SAPK-702DHINSAPBW`  SAP_BW 702 Upgrade`  I`  20090619`  702`  200`  083452`  `
SAPK-73101INMDGFND`  MDG_FND 731: SP 0001`  I`  20130528`  731`  201`  121733`  731`  MDG_FND
SAPK-802BHINEAPS`  EA-PS 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  EA-PS
SAPK-73102INMDGFND`  MDG_FND 731: SP 0002`  I`  20130528`  731`  201`  121740`  731`  MDG_FND
SAPK-802BHINECCSE`  ECC-SE 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  ECC-SE
SAPK-731BHINMDGFND`  SAP MDG Foundation`  I`  20110909`  731`  20110819`  113045`  731`  MDG_FND
SAPK-731BHINSAPABA`  Cross-Application Component`  I`  20110909`  731`  20110809`  113037`  731`  SAP_ABA
SAPK-731BHINSAPBASIS`  SAP Basis Component`  I`  20110909`  731`  20110817`  113034`  731`  SAP_BASIS
SAPK-731BHINSAPBW`  SAP Business Warehouse`  I`  20110909`  731`  20110824`  113039`  731`  SAP_BW
SAPK-802BHINFICAX`  FI-CAX 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  FI-CAX
SAPK-74001INSAPGWFND`  SAP_GWFND 740: SP 0001`  I`  20130531`  740`  20121205`  135742`  740`  SAP_GWFND
SAPK-74001INSAPUI`  SAP_UI 740: SP 0001`  I`  20130531`  740`  20121205`  135743`  740`  SAP_UI
SAPK-74001INSTPI`  ST-PI 740: SP 0001`  I`  20150226`  740`  201`  120931`  740`  ST-PI
SAPK-74002INSAPGWFND`  SAP_GWFND 740: SP 0002`  I`  20130531`  740`  20130301`  135807`  740`  SAP_GWFND
SAPK-74002INSAPUI`  SAP_UI 740: SP 0002`  I`  20130531`  740`  20130301`  135808`  740`  SAP_UI
SAPK-74002INSTPI`  ST-PI 740: SP 0002`  I`  20150908`  750`  201`  121533`  740`  ST-PI
SAPK-74003INSAPGWFND`  SAP_GWFND 740: SP 0003`  I`  20131128`  740`  20130531`  084421`  740`  SAP_GWFND
SAPK-74003INSAPUI`  SAP_UI 740: SP 0003`  I`  20131128`  740`  20130531`  084422`  740`  SAP_UI
SAPK-74003INSTPI`  ST-PI 740: SP 0003`  I`  20160420`  751`  201`  084558`  740`  ST-PI
SAPK-74004INSAPGWFND`  SAP_GWFND 740: SP 0004`  I`  20131128`  740`  20130816`  084426`  740`  SAP_GWFND
SAPK-74004INSAPUI`  SAP_UI 740: SP 0004`  I`  20131128`  740`  20130816`  084427`  740`  SAP_UI
SAPK-74004INSTPI`  ST-PI 740: SP 0004`  I`  20160722`  751`  20160705`  092630`  740`  ST-PI
SAPK-74005INSAPGWFND`  SAP_GWFND 740: SP 0005`  I`  20140121`  740`  20131113`  164025`  740`  SAP_GWFND
SAPK-74005INSAPUI`  SAP_UI 740: SP 0005`  I`  20131128`  740`  20131108`  084452`  740`  SAP_UI
SAPK-74006INSAPGWFND`  SAP_GWFND 740: SP 0006`  I`  20140805`  740`  20140121`  094223`  740`  SAP_GWFND
SAPK-74006INSAPUI`  SAP_UI 740: SP 0006`  I`  20140121`  740`  20131108`  164026`  740`  SAP_UI
SAPK-74007INSAPGWFND`  SAP_GWFND 740: SP 0007`  I`  20140805`  740`  201`  094251`  740`  SAP_GWFND
SAPK-74007INSAPUI`  SAP_UI 740: SP 0007`  I`  20140805`  740`  201`  094224`  740`  SAP_UI
SAPK-74008INSAPGWFND`  SAP_GWFND 740: SP 0008`  I`  20141010`  740`  20140910`  194550`  740`  SAP_GWFND
SAPK-74008INSAPUI`  SAP_UI 740: SP 0008`  I`  20140805`  740`  201`  094252`  740`  SAP_UI
SAPK-74009INSAPGWFND`  SAP_GWFND 740: SP 0009`  I`  20150226`  740`  20141015`  113301`  740`  SAP_GWFND
SAPK-74009INSAPUI`  SAP_UI 740: SP 0009`  I`  20141010`  740`  20140714`  194551`  740`  SAP_UI
SAPK-74010INSAPGWFND`  SAP_GWFND 740: SP 0010`  I`  20150528`  740`  201`  121502`  740`  SAP_GWFND
SAPK-74010INSAPUI`  SAP_UI 740: SP 0010`  I`  20150226`  740`  20141014`  113302`  740`  SAP_UI
SAPK-74011INSAPUI`  SAP_UI 740: SP 0011`  I`  20150528`  740`  201`  121503`  740`  SAP_UI
SAPK-740AGINSTPI`  ST-PI 740: Add-On Installation`  I`  20141010`  740`  20140702`  194552`  740`  ST-PI
SAPK-740BHINSAPABA`  Cross-Application Component`  I`  20130531`  740`  20121108`  135642`  740`  SAP_ABA
SAPK-740BHINSAPBASIS`  SAP Basis Component`  I`  20130531`  740`  20121108`  135640`  740`  SAP_BASIS
SAPK-740BHINSAPBW`  SAP Business Warehouse`  I`  20130531`  740`  20121108`  135645`  740`  SAP_BW
SAPK-740BHINSAPGWFND`  SAP Gateway Foundation`  I`  20130531`  740`  20130117`  135714`  740`  SAP_GWFND
SAPK-740BHINSAPUI`  User Interface Technology`  I`  20130531`  740`  20121205`  135715`  740`  SAP_UI
SAPK-74701INMDGFND`  MDG_FND 747: SP 0001`  I`  20131128`  740`  20130808`  084515`  747`  MDG_FND
SAPK-802BHININSURANC`  INSURANCE 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  INSURANCE
SAPK-74702INMDGFND`  MDG_FND 747: SP 0002`  I`  20131128`  740`  20131107`  084517`  747`  MDG_FND
SAPK-802BHINISH`  IS-H 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  IS-H
SAPK-74703INMDGFND`  MDG_FND 747: SP 0003`  I`  20140121`  740`  20140116`  164038`  747`  MDG_FND
SAPK-802BHINISOIL`  IS-OIL 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  IS-OIL
SAPK-74704INMDGFND`  MDG_FND 747: SP 0004`  I`  20140805`  740`  201`  094324`  747`  MDG_FND
SAPK-802BHINISPRA`  IS-PRA 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  IS-PRA
SAPK-74705INMDGFND`  MDG_FND 747: SP 0005`  I`  20140805`  740`  20140707`  094326`  747`  MDG_FND
SAPK-802BHINISUT`  IS-UT 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  IS-UT
SAPK-74706INMDGFND`  MDG_FND 747: SP 0006`  I`  20141010`  740`  20140925`  194629`  747`  MDG_FND
SAPK-802BHINMDGAPPL`  MDG_APPL 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  MDG_APPL
SAPK-74707INMDGFND`  MDG_FND 747: SP 0007`  I`  20150226`  740`  20150109`  113430`  747`  MDG_FND
SAPK-802BHINMDGFND`  MDG_FND 802 Update: Meta-Commandfile`  I`  20170424`  752`  20170420`  140530`  802`  MDG_FND
SAPK-747BHINMDGFND`  SAP MDG Foundation`  I`  20130531`  740`  20130516`  135845`  747`  MDG_FND
SAPK-752BHINSAPUI`  SAP_UI 752 Update: Meta-Commandfile`  I`  20170424`  752`  20170123`  140530`  `
SAPK-748BHINMDGFND`  MDG_FND 748 Update for SAP MDG Foundation`  I`  20150630`  750`  20150616`  135845`  748`  MDG_FND
SAPK-754BHINSAPBASIS`  SAP_BASIS 754 Update: Meta-Commandfile`  I`  20190925`  754`  20190323`  032302`  754`  SAP_BASIS
SAPK-74901INMDGFND`  MDG_FND 749: SP 0001`  I`  20150824`  750`  20150824`  160344`  749`  MDG_FND
SAPK-749BHINMDGFND`  MDG_FND 749 Update`  I`  20150801`  750`  20150801`  130000`  749`  MDG_FND
SAPK-750BHINSAPBASIS`  SAP_BASIS 750 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  120000`  750`  SAP_BASIS
SAPK-750BHINSAPBW`  SAP_BW 750 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  750`  SAP_BW
SAPK-750BHINSAPGWFND`  SAP_GWFND 750 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  750`  SAP_GWFND
SAPK-750BHINSAPUI`  SAP_UI 750 Update: Meta-Commandfile`  I`  20150705`  750`  20150521`  130000`  750`  SAP_UI
SAPK-751BHINSAPBASIS`  SAP_BASIS 751 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  120000`  751`  SAP_BASIS
SAPK-751BHINSAPBW`  SAP_BW 751 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  751`  SAP_BW
SAPK-751BHINSAPGWFND`  SAP_GWFND 751 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  751`  SAP_GWFND
SAPK-751BHINSAPUI`  SAP_UI 751 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  751`  SAP_UI
SAPK-300AGINUIBAS001`  UIBAS001 300: Add-On Installation`  I`  20170915`  752`  20170718`  151115`  `
SAPK-75BBHINSAPABA`  SAP_ABA 75B Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  75B`  SAP_ABA
SAPK-80001INERECRUIT`  ERECRUIT 800: SP 0001`  I`  20160404`  751`  201`  171439`  800`  ERECRUIT
SAPK-80001ININSURANC`  INSURANCE 800: SP 0001`  I`  20160404`  751`  201`  171440`  800`  INSURANCE
SAPK-80001INISM`  IS-M 800: SP 0001`  I`  20160404`  751`  201`  171442`  800`  IS-M
SAPK-80001INISPRA`  IS-PRA 800: SP 0001`  I`  20160404`  751`  201`  171443`  800`  IS-PRA
SAPK-80001INISPSCA`  IS-PS-CA 800: SP 0001`  I`  20160404`  751`  201`  171444`  800`  IS-PS-CA
SAPK-80001INLSOFE`  LSOFE 800: SP 0001`  I`  20160404`  751`  201`  171445`  800`  LSOFE
SAPK-80001INMDGAPPL`  MDG_APPL 800: SP 0001`  I`  20160404`  751`  201`  171503`  800`  MDG_APPL
SAPK-80001INMDGFND`  MDG_FND 800: SP 0001`  I`  20160404`  751`  201`  171502`  800`  MDG_FND
SAPK-80001INMDGUX`  MDG_UX 800: SP 0001`  I`  20160404`  751`  201`  171505`  800`  MDG_UX
SAPK-500AGINUIAPFI70`  UIAPFI70 500: Add-On Installation`  I`  20170915`  752`  20170713`  151116`  `
SAPK-800BHINEADFPS`  EA-DFPS 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  EA-DFPS
SAPK-800BHINEAPS`  EA-PS 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  EA-PS
SAPK-800BHINECCSE`  ECC-SE 800 Update: Meta-Commandfile`  I`  20150910`  750`  20150909`  130000`  800`  ECC-SE
SAPK-800BHINERECRUIT`  ERECRUIT 800 Update: Meta-Commandfile`  I`  20150910`  750`  20150909`  130000`  800`  ERECRUIT
SAPK-400AGINUIS4HOP1`  UIS4HOP1 400: Add-On Installation`  I`  20181005`  753`  20180920`  105923`  `
SAPK-800BHINFICAX`  FI-CAX 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  FI-CAX
SAPK-800BHININSURANC`  INSURANCE 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  INSURANCE
SAPK-800BHINISH`  IS-H 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  IS-H
SAPK-800BHINISM`  IS-M 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  IS-M
SAPK-800BHINISOIL`  IS-OIL 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  IS-OIL
SAPK-800BHINISPRA`  IS-PRA 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  IS-PRA
SAPK-800BHINISPSCA`  IS-PS-CA 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  IS-PS-CA
SAPK-800BHINISUT`  IS-UT 800 Update: Meta-Commandfile`  I`  20150808`  750`  20150521`  130000`  800`  IS-UT
SAPK-800BHINLSOFE`  LSOFE 800 Update: Meta-Commandfile`  I`  20150908`  750`  20150908`  130000`  800`  LSOFE
SAPK-800BHINMDGAPPL`  MDG_APPL 800 Update: Meta-Commandfile`  I`  20150909`  750`  20150909`  130000`  800`  MDG_APPL
SAPK-800BHINMDGFND`  MDG_FND 800 Update: Meta-Commandfile`  I`  20150909`  750`  20150909`  130000`  800`  MDG_FND
SAPK-800BHINMDGUX`  MDG_UX 800 Update: Meta-Commandfile`  I`  20150909`  750`  20150909`  130000`  800`  MDG_UX
SAPK-200AGINUIX01CA1`  UIX01CA1 200: Add-On Installation`  I`  20170915`  752`  20151103`  151118`  `
SAPK-801BHINEADFPS`  EA-DFPS 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  EA-DFPS
SAPK-801BHINEAPS`  EA-PS 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  EA-PS
SAPK-801BHINECCSE`  ECC-SE 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  ECC-SE
SAPK-801BHINERECRUIT`  ERECRUIT 801 Update: Meta-Commandfile`  I`  20160521`  751`  20160521`  130000`  801`  ERECRUIT
SAPK-20001INUIX01CA1`  UIX01CA1 200: Support Package 0001`  I`  20170915`  752`  20151201`  151119`  200`  UIX01CA1
