MANDANT [C(00006)]`OBJECTCLAS [C(00030)]`OBJECTID [C(00180)]`CHANGENR [C(00020)]`TABNAME [C(00060)]`TABKEY [C(00140)]`FNAME [C(00060)]`CHNGIND [C(00002)]`TEXT_CASE [C(00002)]`UNIT_OLD [C(00006)]`UNIT_NEW [C(00006)]`CUKY_OLD [C(00010)]`CUKY_NEW [C(00010)]`VALUE_NEW [C(00508)]`VALUE_OLD [C(00508)]
400`  PFCG`  SAP_BR_PRODN_ACCOUNTANT`  0000239936`  AGR_USERS`  400SAP_BR_PRODN_ACCOUNTANT       SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_DISC`  0000239937`  AGR_USERS`  400SAP_BR_PRODN_ENG_DISC         SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_PROC`  0000239938`  AGR_USERS`  400SAP_BR_PRODN_ENG_PROC         SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_DISC`  0000239939`  AGR_USERS`  400SAP_BR_PRODN_OPTR_DISC        SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_PROC`  0000239940`  AGR_USERS`  400SAP_BR_PRODN_OPTR_PROC        SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_RPTV`  0000239941`  AGR_USERS`  400SAP_BR_PRODN_OPTR_RPTV        SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR`  0000239942`  AGR_USERS`  400SAP_BR_PRODN_PLNR             SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR_LEAN_MFG`  0000239943`  AGR_USERS`  400SAP_BR_PRODN_PLNR_LEAN_MFG    SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_DISC`  0000239944`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_DISC  SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_PROC`  0000239945`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_PROC  SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_RPTV`  0000239946`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_RPTV  SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODUCT_CONFIG_MODELER`  0000239947`  AGR_USERS`  400SAP_BR_PRODUCT_CONFIG_MODELER SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASER`  0000239948`  AGR_USERS`  400SAP_BR_PURCHASER              SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASING_MANAGER`  0000239949`  AGR_USERS`  400SAP_BR_PURCHASING_MANAGER     SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECEIVING_SPECIALIST`  0000239950`  AGR_USERS`  400SAP_BR_RECEIVING_SPECIALIST   SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECIPE_DEVELOPER`  0000239951`  AGR_USERS`  400SAP_BR_RECIPE_DEVELOPER       SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_SHIPPING_SPECIALIST`  0000239952`  AGR_USERS`  400SAP_BR_SHIPPING_SPECIALIST    SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_WAREHOUSE_CLERK`  0000239953`  AGR_USERS`  400SAP_BR_WAREHOUSE_CLERK        SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FIN_BANK_APP`  0000239954`  AGR_USERS`  400SAP_FIN_BANK_APP              SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FND_TCR_T`  0000239955`  AGR_USERS`  400SAP_FND_TCR_T                 SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDGA_MENU`  0000239956`  AGR_USERS`  400SAP_MDGA_MENU                 SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDG_ADMIN`  0000239957`  AGR_USERS`  400SAP_MDG_ADMIN                 SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFM_DLV_APP`  0000239958`  AGR_USERS`  400SAP_SD_SOFM_DLV_APP           SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFULFIL_MON_APP`  0000239959`  AGR_USERS`  400SAP_SD_SOFULFIL_MON_APP       SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  ZSAPTEXT`  0000239960`  AGR_USERS`  400ZSAPTEXT                      SAP558      2020112799991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  ZTEST1`  0000240033`  AGR_DEFINE`  400ZTEST1`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_LORD_ODATA_ORDER`  0000240039`  AGR_USERS`  400SAPOS_SD_LORD_ODATA_ORDER     SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_RESOLVE_CREDIT_BLOCK`  0000240040`  AGR_USERS`  400SAPOS_SD_RESOLVE_CREDIT_BLOCK SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_SOFM_INVOICE`  0000240041`  AGR_USERS`  400SAPOS_SD_SOFM_INVOICE         SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SEFS_ADMIN`  0000240042`  AGR_USERS`  400SAP_BC_SEFS_ADMIN             SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SES_ADMIN`  0000240043`  AGR_USERS`  400SAP_BC_SES_ADMIN              SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT`  0000240044`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT          SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT_US`  0000240045`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT_US       SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_ADMINISTRATOR_RCP_DEV`  0000240046`  AGR_USERS`  400SAP_BR_ADMINISTRATOR_RCP_DEV  SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT`  0000240047`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT          SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT_PROCUREMT`  0000240048`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT_PROCUREMTSAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_MANAGER`  0000240049`  AGR_USERS`  400SAP_BR_AP_MANAGER             SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_ACCOUNTANT`  0000240050`  AGR_USERS`  400SAP_BR_AR_ACCOUNTANT          SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_MANAGER`  0000240051`  AGR_USERS`  400SAP_BR_AR_MANAGER             SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BILLING_CLERK`  0000240052`  AGR_USERS`  400SAP_BR_BILLING_CLERK          SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BOM_ENGINEER`  0000240053`  AGR_USERS`  400SAP_BR_BOM_ENGINEER           SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BPC_EXPERT`  0000240054`  AGR_USERS`  400SAP_BR_BPC_EXPERT             SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUPA_MASTER_SPECIALIST`  0000240055`  AGR_USERS`  400SAP_BR_BUPA_MASTER_SPECIALIST SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUYER`  0000240056`  AGR_USERS`  400SAP_BR_BUYER                  SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CASH_SPECIALIST`  0000240057`  AGR_USERS`  400SAP_BR_CASH_SPECIALIST        SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CREDIT_CONTROLLER`  0000240058`  AGR_USERS`  400SAP_BR_CREDIT_CONTROLLER      SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DESIGN_ENGINEER`  0000240059`  AGR_USERS`  400SAP_BR_DESIGN_ENGINEER        SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DEVELOPMENT_MANAGER_DIN`  0000240060`  AGR_USERS`  400SAP_BR_DEVELOPMENT_MANAGER_DINSAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_EMPLOYEE_PROCUREMENT`  0000240061`  AGR_USERS`  400SAP_BR_EMPLOYEE_PROCUREMENT   SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_GL_ACCOUNTANT`  0000240062`  AGR_USERS`  400SAP_BR_GL_ACCOUNTANT          SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INTERNAL_SALES_REP`  0000240063`  AGR_USERS`  400SAP_BR_INTERNAL_SALES_REP     SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INVENTORY_MANAGER`  0000240064`  AGR_USERS`  400SAP_BR_INVENTORY_MANAGER      SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_PLANNER`  0000240065`  AGR_USERS`  400SAP_BR_MAINTENANCE_PLANNER    SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_TECHNICIAN`  0000240066`  AGR_USERS`  400SAP_BR_MAINTENANCE_TECHNICIAN SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MATL_PLNR_EXT_PROC`  0000240067`  AGR_USERS`  400SAP_BR_MATL_PLNR_EXT_PROC     SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MD_SPECIALIST_RAW_SUBST`  0000240068`  AGR_USERS`  400SAP_BR_MD_SPECIALIST_RAW_SUBSTSAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_OVERHEAD_ACCOUNTANT`  0000240069`  AGR_USERS`  400SAP_BR_OVERHEAD_ACCOUNTANT    SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODMASTER_SPECIALIST`  0000240070`  AGR_USERS`  400SAP_BR_PRODMASTER_SPECIALIST  SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ACCOUNTANT`  0000240071`  AGR_USERS`  400SAP_BR_PRODN_ACCOUNTANT       SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_DISC`  0000240072`  AGR_USERS`  400SAP_BR_PRODN_ENG_DISC         SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_PROC`  0000240073`  AGR_USERS`  400SAP_BR_PRODN_ENG_PROC         SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_DISC`  0000240074`  AGR_USERS`  400SAP_BR_PRODN_OPTR_DISC        SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_PROC`  0000240075`  AGR_USERS`  400SAP_BR_PRODN_OPTR_PROC        SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_RPTV`  0000240076`  AGR_USERS`  400SAP_BR_PRODN_OPTR_RPTV        SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR`  0000240077`  AGR_USERS`  400SAP_BR_PRODN_PLNR             SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR_LEAN_MFG`  0000240078`  AGR_USERS`  400SAP_BR_PRODN_PLNR_LEAN_MFG    SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_DISC`  0000240079`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_DISC  SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_PROC`  0000240080`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_PROC  SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_RPTV`  0000240081`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_RPTV  SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODUCT_CONFIG_MODELER`  0000240082`  AGR_USERS`  400SAP_BR_PRODUCT_CONFIG_MODELER SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASER`  0000240083`  AGR_USERS`  400SAP_BR_PURCHASER              SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASING_MANAGER`  0000240084`  AGR_USERS`  400SAP_BR_PURCHASING_MANAGER     SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECEIVING_SPECIALIST`  0000240085`  AGR_USERS`  400SAP_BR_RECEIVING_SPECIALIST   SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECIPE_DEVELOPER`  0000240086`  AGR_USERS`  400SAP_BR_RECIPE_DEVELOPER       SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_SHIPPING_SPECIALIST`  0000240087`  AGR_USERS`  400SAP_BR_SHIPPING_SPECIALIST    SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_WAREHOUSE_CLERK`  0000240088`  AGR_USERS`  400SAP_BR_WAREHOUSE_CLERK        SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FIN_BANK_APP`  0000240089`  AGR_USERS`  400SAP_FIN_BANK_APP              SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FND_TCR_T`  0000240090`  AGR_USERS`  400SAP_FND_TCR_T                 SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDGA_MENU`  0000240091`  AGR_USERS`  400SAP_MDGA_MENU                 SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDG_ADMIN`  0000240092`  AGR_USERS`  400SAP_MDG_ADMIN                 SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFM_DLV_APP`  0000240093`  AGR_USERS`  400SAP_SD_SOFM_DLV_APP           SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFULFIL_MON_APP`  0000240094`  AGR_USERS`  400SAP_SD_SOFULFIL_MON_APP       SAP559      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  ZSAPTEXT`  0000240095`  AGR_USERS`  400ZSAPTEXT                      SAP559      2020112799991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_LORD_ODATA_ORDER`  0000240113`  AGR_USERS`  400SAPOS_SD_LORD_ODATA_ORDER     SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_RESOLVE_CREDIT_BLOCK`  0000240114`  AGR_USERS`  400SAPOS_SD_RESOLVE_CREDIT_BLOCK SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_SOFM_INVOICE`  0000240115`  AGR_USERS`  400SAPOS_SD_SOFM_INVOICE         SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SEFS_ADMIN`  0000240116`  AGR_USERS`  400SAP_BC_SEFS_ADMIN             SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SES_ADMIN`  0000240117`  AGR_USERS`  400SAP_BC_SES_ADMIN              SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT`  0000240118`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT          SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT_US`  0000240119`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT_US       SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_ADMINISTRATOR_RCP_DEV`  0000240120`  AGR_USERS`  400SAP_BR_ADMINISTRATOR_RCP_DEV  SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT`  0000240121`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT          SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT_PROCUREMT`  0000240122`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT_PROCUREMTSAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_MANAGER`  0000240123`  AGR_USERS`  400SAP_BR_AP_MANAGER             SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_ACCOUNTANT`  0000240124`  AGR_USERS`  400SAP_BR_AR_ACCOUNTANT          SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_MANAGER`  0000240125`  AGR_USERS`  400SAP_BR_AR_MANAGER             SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BILLING_CLERK`  0000240126`  AGR_USERS`  400SAP_BR_BILLING_CLERK          SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BOM_ENGINEER`  0000240127`  AGR_USERS`  400SAP_BR_BOM_ENGINEER           SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BPC_EXPERT`  0000240128`  AGR_USERS`  400SAP_BR_BPC_EXPERT             SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUPA_MASTER_SPECIALIST`  0000240129`  AGR_USERS`  400SAP_BR_BUPA_MASTER_SPECIALIST SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUYER`  0000240130`  AGR_USERS`  400SAP_BR_BUYER                  SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CASH_SPECIALIST`  0000240131`  AGR_USERS`  400SAP_BR_CASH_SPECIALIST        SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CREDIT_CONTROLLER`  0000240132`  AGR_USERS`  400SAP_BR_CREDIT_CONTROLLER      SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DESIGN_ENGINEER`  0000240133`  AGR_USERS`  400SAP_BR_DESIGN_ENGINEER        SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DEVELOPMENT_MANAGER_DIN`  0000240134`  AGR_USERS`  400SAP_BR_DEVELOPMENT_MANAGER_DINSAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_EMPLOYEE_PROCUREMENT`  0000240135`  AGR_USERS`  400SAP_BR_EMPLOYEE_PROCUREMENT   SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_GL_ACCOUNTANT`  0000240136`  AGR_USERS`  400SAP_BR_GL_ACCOUNTANT          SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INTERNAL_SALES_REP`  0000240137`  AGR_USERS`  400SAP_BR_INTERNAL_SALES_REP     SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INVENTORY_MANAGER`  0000240138`  AGR_USERS`  400SAP_BR_INVENTORY_MANAGER      SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_PLANNER`  0000240139`  AGR_USERS`  400SAP_BR_MAINTENANCE_PLANNER    SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_TECHNICIAN`  0000240140`  AGR_USERS`  400SAP_BR_MAINTENANCE_TECHNICIAN SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MATL_PLNR_EXT_PROC`  0000240141`  AGR_USERS`  400SAP_BR_MATL_PLNR_EXT_PROC     SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MD_SPECIALIST_RAW_SUBST`  0000240142`  AGR_USERS`  400SAP_BR_MD_SPECIALIST_RAW_SUBSTSAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_OVERHEAD_ACCOUNTANT`  0000240143`  AGR_USERS`  400SAP_BR_OVERHEAD_ACCOUNTANT    SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODMASTER_SPECIALIST`  0000240144`  AGR_USERS`  400SAP_BR_PRODMASTER_SPECIALIST  SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ACCOUNTANT`  0000240145`  AGR_USERS`  400SAP_BR_PRODN_ACCOUNTANT       SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_DISC`  0000240146`  AGR_USERS`  400SAP_BR_PRODN_ENG_DISC         SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_PROC`  0000240147`  AGR_USERS`  400SAP_BR_PRODN_ENG_PROC         SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_DISC`  0000240148`  AGR_USERS`  400SAP_BR_PRODN_OPTR_DISC        SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_PROC`  0000240149`  AGR_USERS`  400SAP_BR_PRODN_OPTR_PROC        SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_RPTV`  0000240150`  AGR_USERS`  400SAP_BR_PRODN_OPTR_RPTV        SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR`  0000240151`  AGR_USERS`  400SAP_BR_PRODN_PLNR             SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR_LEAN_MFG`  0000240152`  AGR_USERS`  400SAP_BR_PRODN_PLNR_LEAN_MFG    SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_DISC`  0000240153`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_DISC  SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_PROC`  0000240154`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_PROC  SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_RPTV`  0000240155`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_RPTV  SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODUCT_CONFIG_MODELER`  0000240156`  AGR_USERS`  400SAP_BR_PRODUCT_CONFIG_MODELER SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASER`  0000240157`  AGR_USERS`  400SAP_BR_PURCHASER              SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASING_MANAGER`  0000240158`  AGR_USERS`  400SAP_BR_PURCHASING_MANAGER     SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECEIVING_SPECIALIST`  0000240159`  AGR_USERS`  400SAP_BR_RECEIVING_SPECIALIST   SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECIPE_DEVELOPER`  0000240160`  AGR_USERS`  400SAP_BR_RECIPE_DEVELOPER       SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_SHIPPING_SPECIALIST`  0000240161`  AGR_USERS`  400SAP_BR_SHIPPING_SPECIALIST    SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_WAREHOUSE_CLERK`  0000240162`  AGR_USERS`  400SAP_BR_WAREHOUSE_CLERK        SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FIN_BANK_APP`  0000240163`  AGR_USERS`  400SAP_FIN_BANK_APP              SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FND_TCR_T`  0000240164`  AGR_USERS`  400SAP_FND_TCR_T                 SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDGA_MENU`  0000240165`  AGR_USERS`  400SAP_MDGA_MENU                 SAP560      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
